id,palabra,word,valencia_m,valencia_sd,activacion_m,activacion_sd,concrecion_m,concrecion_sd,imaginabilidad_m,imaginabilidad_sd,disponiblidad_contextual_m,disponibilidad_contextual_sd,familiaridad_m,familiaridad_sd,categoria_palabra
1135,"querido","dear",8.00,1.06,5.48,2.86,3.29,1.49,2.55,1.99,4.50,2.14,6.55,0.74,3
1136,"quiebra","bankruptcy",1.91,1.31,7.00,1.89,3.65,1.73,2.80,2.04,3.96,2.14,4.50,1.79,1
1137,"quietud","stillness",4.74,1.66,2.55,1.97,3.10,1.68,3.04,1.77,3.27,2.35,5.15,1.63,1
1138,"quimera","chimera",4.40,1.76,4.09,2.18,2.95,2.04,2.10,1.25,2.23,1.97,3.35,1.81,1
1139,"quiosco","kiosk",5.05,0.72,4.35,2.11,6.62,0.92,6.55,0.96,5.67,1.88,6.43,0.84,1
1140,"rana","frog",5.32,1.39,3.60,1.98,6.60,0.82,6.95,0.22,5.45,1.92,4.95,2.24,1
1141,"rapto","rapture",2.85,1.79,6.68,1.59,3.50,1.41,4.14,2.06,3.86,2.32,4.20,2.33,1
1142,"rareza","rarity",4.27,1.39,4.35,1.90,2.50,1.36,1.90,0.91,2.57,1.50,5.19,1.25,1
1143,"rastro","trace",4.45,1.01,4.50,1.63,3.32,1.59,3.68,1.94,4.36,1.92,4.75,1.74,1
1144,"realeza","royalty",4.55,2.09,4.10,2.15,4.60,1.93,4.30,2.45,4.74,1.91,5.09,2.04,1
1145,"realidad","reality",5.57,1.65,5.40,2.35,2.95,1.76,1.82,1.30,3.68,2.03,6.35,1.27,1
1146,"realismo","realism",5.90,1.59,5.14,1.83,2.70,2.05,1.91,1.57,3.57,2.04,5.64,1.53,1
1147,"rebelión","rebellion",4.83,2.01,6.62,2.13,3.95,2.01,3.86,1.88,3.50,2.09,5.14,1.65,1
1148,"recado","errand",4.90,0.91,4.70,1.59,3.62,1.32,2.45,1.44,5.55,1.50,5.32,1.81,1
1149,"rechazo","rejection",1.59,0.73,7.30,2.11,3.09,1.87,2.75,1.68,4.59,2.13,5.19,1.60,1
1150,"recogedor","picker",4.70,0.57,3.45,1.77,6.25,1.48,5.71,1.95,5.77,1.60,6.17,1.53,1
1151,"recorte","cut",2.13,1.14,6.18,2.28,3.27,1.35,3.73,2.10,5.86,1.70,6.05,1.29,1
1152,"recreo","recreation",7.60,1.35,5.82,2.15,4.59,1.50,4.14,1.83,6.30,1.29,5.67,1.74,1
1153,"rectángulo","rectangle",5.04,0.55,3.71,1.76,6.05,1.36,6.86,0.35,5.05,2.19,6.30,0.76,1
1154,"recuerdo","remember",6.43,2.21,5.95,2.82,2.45,1.57,3.27,2.33,5.36,2.01,6.05,1.28,1
1155,"recurso","resource",5.73,1.35,3.65,1.98,2.10,1.25,2.14,1.64,3.79,2.25,6.05,1.43,1
1156,"reflejo","reflection",5.45,1.41,5.05,1.73,3.50,1.61,4.40,1.88,4.54,2.06,6.45,0.94,3
1157,"reflexión","reflection",5.45,1.84,3.85,2.25,2.73,1.64,2.36,1.87,4.59,1.92,5.86,1.06,1
1158,"refrigerio","snack",4.85,1.31,5.18,1.76,4.15,1.73,3.38,2.09,3.82,2.04,3.52,1.40,1
1159,"refugiada","refugee",2.75,1.55,5.90,2.07,3.52,1.66,4.17,1.64,4.18,2.22,4.05,1.90,1
1160,"refugiado","refugee",1.73,0.92,5.95,2.28,4.90,1.73,4.25,1.83,4.18,2.08,4.43,1.86,3
1161,"régimen","regime",3.80,1.24,4.52,1.94,3.04,1.69,4.09,2.19,4.95,2.08,4.90,1.89,1
1162,"regresión","regression",4.43,1.83,4.36,2.38,3.20,1.44,2.05,1.23,2.36,1.65,4.30,1.98,1
1163,"rehén","hostage",2.05,1.24,6.50,1.96,5.10,1.68,4.10,2.10,3.65,2.04,4.50,2.06,1
1164,"reina","queen",4.62,1.81,5.35,2.11,6.00,1.26,5.75,1.68,5.68,1.59,5.55,1.93,1
1165,"relación","relationship",7.27,1.72,4.00,2.99,1.80,1.01,3.57,1.63,6.45,0.86,6.70,0.92,1
1166,"relajación","relaxation",8.23,0.75,1.50,0.83,3.86,2.06,3.05,1.56,6.00,1.45,6.05,1.43,1
1167,"relámpago","lightning",5.41,1.30,5.91,2.31,5.91,1.19,6.55,1.39,6.00,1.35,5.75,1.16,1
1168,"relato","story",6.13,1.36,4.00,2.07,4.05,1.13,4.30,1.38,4.90,1.68,4.76,1.84,1
1169,"reloj","clock",5.19,1.36,3.90,2.10,6.65,0.59,6.95,0.21,6.09,1.57,6.73,0.70,1
1170,"repisa","ledge",5.00,0.56,3.86,1.73,5.76,1.48,5.14,1.73,4.14,2.32,4.81,1.81,1
1171,"réplica","reply",4.90,1.18,4.50,1.65,4.25,1.62,2.95,1.68,3.86,2.03,5.80,1.54,1
1172,"reportera","reporter",5.70,1.03,5.10,1.55,5.14,1.28,5.95,1.46,5.95,1.25,5.86,1.55,1
1173,"represión","repression",2.26,1.21,6.14,2.42,3.41,1.71,2.55,1.10,3.55,2.26,4.38,1.94,1
1174,"repulsión","repulsion",2.26,1.42,6.40,2.26,4.19,1.63,3.33,2.03,2.55,1.53,4.38,1.63,1
1175,"reputación","reputation",4.73,1.39,5.40,1.90,3.10,2.00,1.55,0.86,3.13,1.70,5.85,1.69,1
1176,"resaca","hangover",3.09,1.62,4.27,1.80,5.18,1.50,3.91,2.04,6.27,1.12,6.29,1.23,1
1177,"rescate","rescue",6.32,2.12,5.91,1.93,4.80,1.58,4.20,1.79,4.95,1.67,4.62,1.36,1
1178,"reservado","reserved",4.23,1.19,3.73,1.98,3.90,1.89,2.52,1.75,5.41,1.53,5.76,1.18,1
1179,"retórica","rhetoric",5.50,1.19,3.95,2.04,2.70,1.81,1.83,1.15,2.73,1.86,3.90,1.65,1
1180,"retrato","portrait",5.93,1.30,3.87,2.18,5.27,1.80,6.14,1.01,4.57,1.80,5.57,1.63,1
1181,"revelación","revelation",5.64,1.47,6.40,2.16,2.09,1.23,2.52,1.50,4.00,2.18,4.73,1.45,1
1182,"reverendo","reverend",4.10,1.30,4.15,1.95,5.86,1.13,5.81,1.12,3.73,2.29,3.38,1.72,1
1183,"reverente","reverent",4.95,1.24,4.29,1.71,3.35,1.50,2.67,1.93,1.36,0.58,2.20,1.32,3
1184,"revés","backwards",4.70,1.03,4.65,1.50,3.00,1.56,3.76,1.89,3.50,2.11,5.14,1.59,1
1185,"revivir","to revive",7.05,1.62,6.10,2.55,4.29,2.08,3.67,1.93,3.08,1.79,5.32,1.59,1
1186,"revolución","revolution",5.52,2.19,6.64,1.97,3.45,2.14,4.57,1.75,5.32,1.67,5.60,1.39,1
1187,"revólver","revolver",2.60,1.54,6.91,2.00,6.45,0.96,6.25,1.29,4.59,2.52,4.86,1.61,1
1188,"rey","king",4.00,1.70,5.35,1.31,5.75,1.48,6.05,1.21,4.95,1.81,6.23,1.19,1
1189,"riego","irrigation",4.91,1.11,4.32,1.76,4.74,1.68,5.00,2.07,4.27,2.16,4.68,2.03,1
1190,"riesgo","risk",4.96,1.80,7.73,1.45,2.40,1.39,2.35,1.09,4.95,1.91,5.45,1.64,1
1191,"riña","quarrel",3.05,1.57,6.82,1.87,4.83,1.61,4.96,1.94,3.83,2.44,4.41,1.68,1
1192,"risa","laughter",8.62,0.59,6.10,2.69,5.38,1.16,5.70,1.45,6.27,1.08,6.95,0.21,1
1193,"rivalidad","rivalry",3.95,1.79,7.15,1.18,3.45,1.70,3.05,2.11,4.35,1.92,5.32,1.46,1
1194,"romanticismo","romanticism",7.27,1.39,5.15,3.10,3.38,1.60,3.90,1.77,6.04,1.27,5.73,1.64,1
1195,"rompecabezas","puzzle",5.32,1.70,6.05,1.76,5.10,2.13,5.45,1.54,4.59,2.09,4.45,1.88,1
1196,"rotación","rotation",5.09,0.29,5.75,2.38,4.15,1.93,3.35,2.23,3.65,1.97,4.10,2.26,1
1197,"rotura","breakage",3.08,1.64,6.76,2.32,3.30,1.53,4.86,2.03,4.70,2.08,4.65,1.95,1
1198,"rubio","blond",5.45,0.86,4.23,1.88,5.40,1.47,6.52,0.75,4.91,2.04,6.10,1.45,3
1199,"rueda","wheel",4.86,1.20,3.81,1.72,6.05,0.95,6.64,0.66,6.27,1.39,6.32,1.29,1
1200,"rugido","roar",4.52,1.20,5.55,2.48,4.59,1.37,4.45,2.24,5.41,2.13,5.00,2.07,1
1201,"ruido","noise",3.81,1.66,6.95,1.82,3.77,2.02,3.55,2.33,5.52,1.73,6.76,0.54,1
1202,"ruidoso","noisy",3.59,1.05,6.70,1.87,4.91,1.50,4.78,2.17,5.00,1.80,5.86,1.58,3
1203,"ruptura","rupture",1.48,0.59,7.18,1.87,3.00,1.60,3.35,1.98,5.18,2.08,5.86,1.59,1
1204,"sabiduría","wisdom",7.39,1.20,3.95,2.42,3.35,2.23,2.18,1.18,3.64,2.13,5.25,1.68,1
1205,"saciedad","satiety",4.65,2.04,4.00,2.35,3.14,1.73,3.00,1.45,3.27,2.05,4.39,1.99,1
1206,"sacrificio","sacrifice",4.27,2.16,7.55,1.61,3.50,2.09,3.40,2.54,4.43,2.13,5.10,1.09,1
1207,"sádico","sadist",2.45,1.88,7.70,1.42,4.30,1.53,3.85,1.87,3.45,1.79,4.91,1.90,1
1208,"salario","salary",7.85,1.18,6.59,2.28,5.65,1.39,3.65,1.63,6.35,1.27,6.32,1.04,1
1209,"salto","jump",5.20,1.20,4.55,2.35,4.68,1.55,5.41,1.47,5.55,2.35,6.41,0.67,1
1210,"salud","health",7.09,2.25,4.80,3.16,2.00,1.56,2.55,1.63,5.23,1.66,6.65,0.75,1
1211,"salvaje","wild",4.96,2.20,7.43,1.94,3.68,1.55,4.45,1.79,4.70,1.89,5.86,1.13,1
1212,"sangre","blood",2.95,1.82,7.18,1.68,6.27,0.88,6.25,1.41,6.22,1.38,6.10,1.30,1
1213,"sangriento","bloody",2.38,1.56,7.36,1.50,5.09,1.44,4.87,2.07,5.23,1.93,4.32,1.89,3
1214,"sanidad","health",6.71,2.16,5.71,2.59,4.14,1.53,2.68,1.29,5.05,1.93,5.91,1.70,1
1215,"sección","section",4.45,1.22,4.40,1.19,2.55,1.01,2.18,1.33,2.92,2.24,5.23,1.48,1
1216,"secretaria","secretary",5.43,1.17,4.09,1.68,5.27,1.35,5.52,1.57,5.10,1.67,6.05,1.07,1
1217,"secretario","secretary",4.42,0.86,3.50,1.97,5.33,1.39,4.00,2.10,5.35,1.99,5.38,2.01,3
1218,"secuestrador","kidnapper",2.00,1.41,7.60,1.27,5.86,1.11,4.45,1.96,4.91,1.93,4.52,2.11,1
1219,"secuestro","kidnapping",1.64,0.85,8.15,1.31,4.50,1.77,4.45,1.65,4.38,2.28,5.05,2.06,1
1220,"seducción","seduction",7.23,1.27,7.70,1.30,4.10,1.58,3.23,1.97,5.42,1.74,5.00,1.62,1
1221,"seguridad","security",7.41,1.33,3.70,2.90,2.40,1.64,2.85,1.09,4.83,1.99,6.15,1.23,1
1222,"semáforo","semaphore",4.78,0.95,4.14,1.91,6.80,0.41,6.90,0.45,6.27,1.55,6.78,0.67,1
1223,"senadora","senator",5.35,0.93,5.00,1.86,5.38,1.32,4.59,1.71,3.50,2.20,4.25,2.05,1
1224,"seno","breast",5.46,1.82,3.76,1.92,5.55,1.63,6.04,1.85,5.20,2.17,5.45,1.50,1
1225,"sensualidad","sensuality",7.05,1.36,6.20,2.35,2.65,1.50,3.95,1.67,5.95,1.62,5.82,1.10,1
1226,"sentimiento","feeling",6.95,1.53,5.10,2.64,2.60,1.76,2.09,1.54,4.77,2.05,6.60,0.99,1
1227,"señal","signal",4.80,0.52,4.60,1.73,4.41,1.97,6.83,0.49,5.85,1.87,6.20,0.89,1
1228,"separación","separation",1.59,0.96,6.50,2.01,3.80,2.04,3.75,2.02,5.55,2.02,5.50,1.37,1
1229,"sequía","drought",2.41,1.50,5.25,2.92,3.91,1.57,5.40,1.19,4.41,1.84,5.27,1.49,1
1230,"serenidad","serenity",6.18,1.37,2.50,2.82,3.00,1.69,2.71,1.52,3.54,1.91,4.85,1.73,1
1231,"seriedad","seriously",4.27,1.28,2.80,2.09,5.00,1.59,2.90,1.97,4.65,1.77,5.85,1.14,1
1232,"serpiente","snake",4.05,1.43,6.64,2.08,6.55,1.15,6.85,0.49,5.35,2.03,6.00,1.20,1
1233,"servilleta","napkin",5.04,0.47,3.60,1.85,6.45,1.28,6.90,0.30,6.14,1.78,6.67,0.73,1
1234,"severidad","severity",4.00,2.08,5.00,2.07,3.36,1.84,2.22,1.54,3.13,2.16,3.67,1.62,1
1235,"sierra","saw",5.35,1.53,5.05,2.26,5.86,1.32,6.59,0.80,4.82,2.06,5.00,1.64,1
1236,"siesta","nap",7.41,1.47,1.65,1.27,5.35,1.60,5.50,1.43,6.45,0.80,6.25,1.12,1
1237,"significado","meaning",5.52,1.16,3.73,1.91,3.36,2.46,1.70,0.92,3.82,2.40,6.27,0.77,1
1238,"signo","sign",5.13,0.69,3.95,2.03,2.90,1.55,4.09,1.87,4.82,2.24,5.52,1.25,1
1239,"silla","chair",5.18,0.50,4.00,1.38,6.73,0.63,6.82,0.50,6.50,1.06,6.60,0.94,1
1240,"símbolo","symbol",5.05,0.22,4.36,1.68,2.36,1.65,4.18,1.79,4.52,2.41,5.62,1.63,1
1241,"simetría","symmetry",5.46,0.98,3.67,1.65,4.27,1.83,5.19,1.86,3.50,2.37,4.55,1.99,1
1242,"simpático","sympathetic",8.00,0.71,5.27,1.78,5.00,1.62,5.00,2.09,6.27,1.24,6.48,0.81,1
1243,"siniestro","incident",2.18,1.53,6.90,2.43,3.09,1.31,3.59,1.84,3.86,2.03,4.70,2.08,3
1244,"sirena","mermaid",6.05,2.17,5.45,2.39,4.77,1.77,6.65,0.57,5.05,2.26,5.36,1.50,1
1245,"situación","situation",5.14,0.83,4.00,1.97,2.05,1.43,2.45,1.74,5.09,2.00,5.90,1.62,1
1246,"sociedad","society",5.55,1.77,5.50,2.26,3.00,1.80,2.59,1.40,5.55,1.68,6.00,0.98,1
1247,"socorro","relief",2.92,1.32,7.81,1.57,3.70,2.18,2.45,1.65,5.50,1.70,5.27,1.42,1
1248,"solar","solar",5.50,1.00,3.85,1.87,4.48,1.81,4.67,2.03,4.70,2.52,4.91,1.93,1
1249,"soldado","soldier",3.45,1.50,5.73,1.35,6.00,1.63,6.29,1.10,5.00,2.00,5.86,1.21,1
1250,"solitario","lonely",2.65,1.75,3.73,2.62,2.77,1.60,4.36,2.06,4.86,1.78,5.67,0.97,1
1251,"solución","solution",7.86,1.13,4.55,3.25,3.95,1.96,2.30,1.59,4.87,1.66,6.00,1.48,1
1252,"sombra","shadow",4.35,1.23,4.95,2.17,4.27,1.78,5.64,1.47,4.27,2.35,6.36,1.26,1
1253,"sombrero","hat",5.40,0.68,3.18,1.68,6.45,0.76,6.86,0.47,6.14,1.64,5.90,1.48,1
1254,"sonido","sound",6.05,1.05,5.18,2.38,3.57,2.31,3.05,1.99,5.61,1.85,6.24,1.04,1
1255,"sonrisa","smile",8.91,0.29,3.75,2.51,5.71,1.23,6.45,1.06,6.73,0.55,6.86,0.35,1
1256,"soplo","blow",4.85,1.50,3.95,2.24,4.14,1.78,4.10,2.05,5.40,2.21,5.09,1.44,1
1257,"sorprendido","surprised",6.00,1.21,6.86,1.78,5.35,1.30,5.09,1.83,5.95,1.50,5.95,1.57,1
1258,"sospecha","suspicion",3.35,1.57,6.50,2.11,3.00,1.97,2.48,1.44,4.96,2.25,5.35,1.46,1
1259,"suavidad","softness",6.50,2.02,3.10,3.04,3.00,1.45,4.38,1.86,5.75,1.39,6.00,1.34,1
1260,"subida","rise",5.09,1.57,6.75,2.17,4.50,2.06,5.70,1.98,5.13,2.10,5.78,1.57,1
1261,"suceso","happening",5.39,1.44,5.55,2.13,1.80,0.95,2.86,1.71,3.86,2.03,6.10,1.12,1
1262,"sucio","dirty",2.33,1.15,5.73,2.19,4.50,1.36,5.50,1.76,5.45,2.06,6.05,1.39,3
1263,"sudor","sweat",3.96,1.72,5.18,2.15,6.18,0.91,5.81,1.33,6.09,1.34,6.50,0.67,1
1264,"suerte","luck",8.09,1.08,4.65,3.38,2.15,1.57,2.23,1.60,4.95,1.81,6.55,1.00,1
1265,"sufrimiento","suffering",1.50,0.80,7.75,1.89,2.55,1.41,3.14,1.75,4.86,2.10,5.57,1.12,1
1266,"suicidio","suicide",1.64,0.95,7.95,1.66,6.00,1.18,4.23,1.82,4.91,2.07,5.90,1.21,1
1267,"sujetador","bra",5.23,1.24,5.10,1.48,5.95,1.16,6.90,0.31,6.27,1.16,6.77,0.69,1
1268,"superación","improvement",8.00,0.93,6.30,2.75,2.64,1.56,3.35,1.63,4.71,1.99,5.55,1.92,1
1269,"superioridad","superiority",4.18,1.79,5.62,2.16,3.10,2.15,2.90,2.10,4.13,1.84,5.50,1.79,1
1270,"supermercado","supermarket",5.74,1.36,3.68,2.03,5.90,1.52,6.68,0.48,6.59,0.96,6.87,0.34,1
1271,"suplicio","ordeal",2.96,1.15,6.40,1.90,3.29,1.49,1.86,1.13,2.32,1.55,4.09,1.77,1
1272,"suspenso","suspense",1.45,0.74,8.40,0.88,4.10,2.13,4.32,1.99,5.79,1.25,6.00,1.30,1
1273,"sustancia","substance",4.68,0.89,4.45,1.50,2.15,1.39,3.75,1.86,3.71,2.24,5.05,2.16,1
1274,"sustento","livelihood",5.48,0.93,4.27,1.58,3.19,1.63,2.14,1.32,1.77,1.15,4.43,1.78,1
1275,"susurro","whisper",5.78,1.54,4.05,2.59,5.38,1.83,3.27,1.88,6.14,1.17,6.00,1.30,1
1276,"tabla","table",5.05,0.22,3.45,1.82,4.73,1.70,6.70,0.57,5.10,1.97,6.52,1.04,1
1277,"taburete","stool",5.05,0.38,3.71,1.76,6.64,0.58,6.76,0.44,5.64,1.68,5.80,1.32,1
1278,"tacaño","stingy",2.15,1.04,5.45,1.50,4.86,1.53,3.30,1.84,3.32,2.08,5.27,1.64,1
1279,"talla","size",4.68,0.65,4.59,1.87,3.55,1.63,3.90,1.58,5.85,1.93,6.23,1.54,1
1280,"talle","detail",4.80,0.52,3.50,1.71,4.39,1.75,3.09,2.13,1.95,1.21,2.86,1.67,1
1281,"talón","heel",5.10,1.26,3.67,1.77,6.05,1.65,6.55,0.74,6.25,1.52,5.80,1.61,1
1282,"tamaño","size",5.13,1.22,4.86,2.38,2.50,2.04,2.83,1.61,5.27,2.21,6.40,1.47,1
1283,"tambor","drum",5.75,1.35,4.87,2.49,5.77,1.41,7.00,0.00,5.05,1.77,5.29,1.45,1
1284,"tanatorio","morgue",1.05,0.21,6.55,2.39,6.48,0.93,6.05,1.23,6.13,1.18,4.50,2.01,1
1285,"tanga","thong",5.55,1.23,5.35,1.57,6.33,0.80,6.67,0.58,5.50,2.22,6.45,0.74,1
1286,"tanque","tank",2.77,1.23,6.50,2.24,5.90,1.17,6.55,0.69,5.10,2.02,4.52,2.16,1
1287,"tarántula","tarantula",3.32,1.49,7.19,1.63,6.73,0.46,6.45,1.10,5.30,1.96,4.00,1.38,1
1288,"tatuaje","tattoo",5.82,1.56,5.75,1.89,5.59,1.40,6.95,0.22,6.30,0.97,5.95,1.02,1
1289,"taza","cup",5.43,1.24,3.60,1.88,6.23,1.19,7.00,0.00,6.27,1.32,6.70,0.66,1
1290,"teja","tile",4.86,0.64,3.35,1.93,5.70,1.84,6.48,1.31,3.91,2.71,5.23,1.69,1
1291,"tela","cloth",4.95,1.02,3.10,1.97,5.29,1.90,6.23,1.31,5.15,2.35,6.00,1.45,1
1292,"teléfono","phone",5.96,1.19,4.35,2.28,5.91,1.06,7.00,0.00,6.77,0.43,6.91,0.29,1
1293,"telescopio","telescope",5.46,1.35,3.71,2.24,6.76,0.54,6.67,0.48,6.30,1.22,5.29,1.76,1
1294,"temor","fear",2.86,1.25,6.95,1.19,3.15,1.87,2.77,1.66,3.91,1.87,5.75,1.68,1
1295,"tenedor","fork",4.90,0.79,4.05,1.59,6.90,0.30,6.91,0.29,6.32,1.25,6.65,0.93,1
1296,"tensión","voltage",3.13,1.51,7.29,1.65,2.45,1.43,2.00,1.41,4.30,1.95,6.45,0.94,1
1297,"tenso","tense",3.55,1.05,5.95,1.96,4.87,1.77,4.43,1.97,4.68,1.86,6.00,1.17,3
1298,"tentación","temptation",6.00,1.75,7.75,1.12,2.95,1.79,3.19,1.60,5.88,1.19,6.35,1.23,1
1299,"tenue","dim",4.32,1.36,3.20,2.24,4.10,1.41,2.57,1.60,3.27,1.75,4.19,1.86,3
1300,"teoría","theory",5.14,1.08,4.50,2.02,3.55,1.88,2.48,1.40,4.59,2.20,6.35,1.23,1
1301,"ternura","tenderness",8.35,0.93,4.36,3.35,3.20,1.79,3.32,1.73,5.78,1.54,6.40,1.27,1
1302,"terremoto","earthquake",1.75,0.79,7.33,1.39,5.41,1.05,4.85,2.28,5.48,1.65,4.80,1.79,1
1303,"terrorismo","terrorism",1.14,0.35,7.90,1.77,3.80,1.77,3.85,2.32,5.26,1.89,5.15,2.01,1
1304,"testamento","will",3.20,1.47,5.55,2.42,6.00,1.20,4.45,1.87,4.74,2.36,4.81,1.50,1
1305,"tiburón","shark",4.00,1.98,6.80,2.14,6.85,0.37,6.75,0.64,5.65,1.87,6.09,1.62,1
1306,"tieso","stiff",4.55,0.83,5.15,1.31,4.48,1.86,4.70,2.20,3.55,1.99,4.48,1.47,1
1307,"tijeras","scissors",4.90,1.29,5.29,1.85,6.76,0.54,6.91,0.29,6.23,1.23,6.62,0.86,1
1308,"tímido","shy",3.62,1.20,3.68,1.76,4.60,1.76,3.10,1.89,5.59,1.71,6.33,1.20,1
1309,"tinta","ink",4.76,1.14,4.27,1.64,5.55,1.57,6.39,0.58,5.90,1.97,5.85,1.14,1
1310,"tío","uncle",6.57,1.43,4.39,2.37,4.41,2.11,5.19,2.11,5.05,2.13,6.90,0.30,1
1311,"titular","holder",5.60,0.94,3.95,1.50,3.77,1.72,4.00,2.20,5.25,2.22,5.67,1.28,1
1312,"tobillo","ankle",4.85,0.37,3.70,1.69,6.90,0.31,6.86,0.36,5.86,1.46,6.10,1.07,1
1313,"tobogán","slide",6.68,1.17,5.95,1.99,6.65,0.59,6.80,0.52,6.05,1.47,5.35,1.69,1
1314,"tolerancia","tolerance",7.52,1.47,4.14,2.17,1.95,0.90,1.77,1.15,4.09,1.90,5.61,1.75,1
1315,"tomate","tomato",5.14,1.46,4.50,1.82,6.76,0.70,7.00,0.00,6.00,1.59,6.57,0.81,1
1316,"tonada","tune",4.86,0.79,4.00,1.90,4.45,1.82,1.81,0.93,1.32,0.72,1.65,0.88,1
1317,"tormenta","storm",4.40,2.21,5.95,2.01,5.48,1.33,6.30,1.17,6.48,0.79,6.48,0.90,1
1318,"tormento","torment",2.65,1.31,6.35,1.42,2.95,1.73,1.95,1.29,3.18,1.99,4.59,1.68,1
1319,"tornado","tornado",2.73,1.39,7.33,1.32,6.39,1.16,6.22,1.17,5.00,2.05,4.52,2.20,1
1320,"toro","bull",4.29,1.68,6.75,1.41,6.60,0.68,6.76,0.54,6.36,0.73,5.64,1.53,1
1321,"torturador","torturer",1.33,0.66,7.95,1.00,6.09,1.06,4.30,2.13,3.83,2.29,4.00,2.26,1
1322,"tóxico","toxic",2.62,1.32,6.95,1.32,4.30,1.75,3.80,1.91,5.00,1.38,5.32,1.55,1
1323,"tractor","tractor",4.86,1.01,4.09,1.98,6.77,0.43,7.00,0.00,4.48,2.23,6.13,1.39,1
1324,"traficante","dealer",2.00,1.15,6.00,1.30,5.62,1.20,3.60,1.98,5.57,1.47,5.05,2.19,1
1325,"tragedia","tragedy",1.59,1.44,6.64,2.34,2.25,1.59,4.67,1.88,4.59,1.74,5.90,1.74,1
1326,"traición","betrayal",1.41,0.73,7.65,1.93,3.80,1.51,2.40,1.82,4.17,1.99,5.38,1.16,1
1327,"traidor","traitor",2.35,1.23,7.68,0.99,4.55,1.97,3.30,1.87,4.41,1.92,5.15,1.98,1
1328,"trámite","process",4.27,0.88,5.35,2.32,3.15,1.84,2.91,1.31,4.59,2.26,6.25,1.02,1
1329,"trampa","trap",2.58,1.24,5.70,2.23,4.33,2.11,3.65,2.06,3.27,1.80,5.65,1.42,1
1330,"tramposo","cheater",2.60,1.10,6.15,1.46,4.43,1.36,3.35,2.21,3.91,1.63,5.81,1.81,1
1331,"trance","trance",4.55,1.50,4.27,2.00,2.43,1.63,2.60,1.43,2.14,1.58,2.90,1.83,1
1332,"tránsito","transit",3.76,1.48,6.77,2.18,3.60,1.82,3.35,1.64,5.09,2.00,6.15,1.18,1
1333,"tranvía","tram",4.67,1.06,5.05,1.43,6.36,0.90,6.52,0.95,5.73,1.52,4.52,2.14,1
1334,"trapecista","aerialist",5.73,1.00,5.95,1.57,6.38,0.86,4.80,1.79,4.73,2.03,4.50,2.30,1
1335,"trascendencia","transcendence",5.45,1.18,4.90,1.55,2.86,1.78,1.32,1.09,1.73,1.16,4.95,1.57,1
1336,"trato","treatment",5.32,1.17,4.90,1.77,2.55,1.43,2.50,1.82,4.50,1.96,6.45,0.76,1
1337,"travesura","mischief",5.59,1.56,6.23,1.57,4.30,1.64,4.17,1.92,5.45,1.71,5.26,1.76,1
1338,"trecho","stretch",4.91,0.68,4.27,1.86,3.05,1.50,3.00,1.73,2.23,2.11,4.05,1.73,1
1339,"tregua","truce",4.95,1.70,3.90,2.27,3.60,1.57,1.55,0.83,2.91,1.95,4.45,1.64,1
1340,"triángulo","triangle",5.32,1.04,4.60,2.06,5.60,1.23,6.62,0.67,3.95,2.28,6.09,1.35,1
1341,"tripa","gut",3.75,1.33,4.50,1.85,5.41,1.62,5.82,1.44,5.40,2.37,5.09,1.31,1
1342,"tristeza","sadness",1.43,0.84,6.30,2.54,2.30,1.56,4.35,2.13,5.18,1.53,6.30,1.17,1
1343,"triunfador","winner",7.91,1.41,5.23,1.66,3.95,1.36,3.45,1.64,5.15,1.66,5.73,1.12,1
1344,"triunfante","triumphant",7.41,1.14,6.55,1.85,4.39,1.64,4.83,1.83,4.50,2.04,4.74,2.09,1
1345,"triunfo","triumph",8.50,0.91,6.95,2.58,4.60,1.70,3.65,2.13,5.13,1.94,5.73,1.35,1
1346,"trofeo","trophy",6.90,1.21,4.57,2.36,5.50,0.89,6.35,0.75,4.73,2.14,6.09,1.24,1
1347,"trozo","stub",4.50,0.96,3.60,1.76,2.85,1.60,5.04,1.77,4.67,2.28,5.45,1.50,1
1348,"tuberculosis","tuberculosis",1.59,0.96,6.60,1.90,5.95,1.65,2.50,1.74,3.21,2.04,3.18,1.74,1
1349,"túnel","tunnel",4.57,0.84,5.50,2.48,5.95,1.20,6.52,0.68,6.00,1.45,5.45,1.54,1
1350,"turno","turn",4.82,1.14,4.45,1.90,3.50,1.73,2.57,1.47,4.18,2.38,6.35,1.39,1
1351,"uniforme","uniform",4.71,1.56,4.43,1.88,3.77,1.95,6.19,1.25,5.67,1.49,5.43,1.89,1
1352,"utensilio","utensil",5.19,0.68,3.50,1.74,2.60,1.90,4.14,1.93,4.27,2.03,4.78,1.73,1
1353,"útero","uterus",5.27,1.45,5.20,1.85,6.70,0.47,4.95,1.63,4.64,2.11,5.67,1.39,1
1354,"utopía","utopia",5.96,1.52,5.00,1.70,2.60,1.79,2.14,1.49,1.85,1.50,4.80,1.99,1
1355,"vagón","wagon",5.14,1.21,4.05,2.19,6.35,0.81,6.68,0.65,5.23,2.11,6.29,1.49,1
1356,"vale","worth",5.24,0.94,3.95,1.70,3.55,2.11,4.52,2.11,4.15,2.21,6.82,0.39,1
1357,"valiente","brave",7.68,0.99,5.40,2.35,4.40,1.70,3.60,1.27,4.00,1.59,5.75,1.33,1
