id,palabra,edad_de_adquisicion_m,edad_de_adquisicion_sd,categoria_palabra
2619,"noción",10.22,1.250,2
2620,"nombre",3.00,1.773,2
2621,"normal",6.26,1.967,3
2622,"normas",5.56,2.484,2
2623,"novela",7.26,2.456,2
2624,"novios",5.14,2.070,2
2625,"núcleo",8.92,1.688,2
2626,"nuevas",4.64,1.804,3
2627,"nuevos",4.48,1.741,3
2628,"número",3.38,1.383,2
2629,"nutrir",8.72,2.157,1
2630,"obispo",7.84,1.910,2
2631,"objeto",6.26,2.127,2
2632,"obrero",6.58,2.322,3
2633,"océano",6.28,1.796,2
2634,"ocular",9.10,1.821,3
2635,"oculto",7.34,2.076,3
2636,"ocurre",6.26,2.136,1
2637,"odiosa",7.92,2.069,3
2638,"ofensa",8.78,1.877,2
2639,"oferta",7.68,2.494,2
2640,"oficio",8.04,2.373,2
2641,"olfato",5.80,2.000,2
2642,"olvido",6.62,2.184,2
2643,"opción",8.90,1.729,2
2644,"óptica",8.38,2.147,3
2645,"óptico",8.36,2.028,3
2646,"orador",9.16,2.044,2
2647,"orbita",9.54,1.541,1
2648,"orejas",2.90,0.953,2
2649,"órgano",7.38,2.267,2
2650,"origen",7.94,1.900,2
2651,"orilla",4.50,1.930,2
2652,"oscura",4.62,1.968,3
2653,"oscuro",4.02,1.610,3
2654,"ovario",9.32,1.900,2
2655,"ovejas",3.98,1.558,2
2656,"oxford",9.92,1.482,2
2657,"padres",2.64,1.509,2
2658,"pagado",6.42,2.214,1
2659,"página",4.72,1.578,2
2660,"países",6.96,1.772,2
2661,"pájaro",3.42,1.642,2
2662,"paleta",5.96,2.312,2
2663,"paliza",8.12,2.318,2
2664,"palmas",3.88,2.106,2
2665,"paloma",3.22,1.345,2
2666,"palpar",7.38,2.679,1
2667,"panera",7.54,2.169,2
2668,"pánico",8.30,2.023,2
2669,"parada",5.94,2.094,2
2670,"parado",6.28,2.286,1
2671,"parche",6.79,1.575,2
2672,"parece",5.46,2.140,1
2673,"pareja",6.30,2.565,2
2674,"parque",2.90,1.502,2
2675,"partes",5.66,1.479,2
2676,"partir",4.58,2.304,4
2677,"pasaba",5.80,1.761,1
2678,"pasada",6.78,2.073,3
2679,"pasado",6.80,1.512,3
2680,"pasaje",7.86,2.523,2
2681,"pasear",4.88,2.047,1
2682,"pasión",9.56,1.763,2
2683,"pasota",8.04,2.128,3
2684,"pastel",3.18,1.466,2
2685,"pastor",5.04,2.099,2
2686,"patada",4.54,1.992,2
2687,"patata",3.86,2.523,2
2688,"patria",9.56,1.960,2
2689,"patrón",9.10,1.741,2
2690,"payaso",3.68,1.518,2
2691,"peatón",7.30,2.131,2
2692,"pecado",6.56,2.082,2
2693,"pecera",3.96,1.749,2
2694,"pechos",6.92,2.329,2
2695,"pedazo",5.28,2.250,2
2696,"pedido",7.58,2.021,1
2697,"peinar",3.48,2.092,1
2698,"pelota",2.32,1.133,2
2699,"peludo",4.66,2.076,3
2700,"pelvis",9.62,1.589,2
2701,"penoso",8.22,2.252,3
2702,"pensar",5.72,1.819,1
2703,"peonza",6.86,2.907,2
2704,"percha",4.86,2.148,2
2705,"perder",5.12,1.769,1
2706,"perdiz",7.54,2.314,2
2707,"perdón",3.78,2.112,2
2708,"pereza",7.62,1.737,2
2709,"perfil",8.38,2.069,2
2710,"perlas",6.84,1.952,2
2711,"peroné",9.70,1.607,2
2712,"perros",2.88,1.534,2
2713,"pesada",4.98,1.846,3
2714,"pesado",5.12,1.837,3
2715,"pésame",9.76,1.465,2
2716,"pescar",5.44,1.875,1
2717,"peseta",4.29,1.768,2
2718,"pétalo",6.10,1.919,2
2719,"piedra",3.34,1.465,2
2720,"piensa",5.20,1.726,1
2721,"pienso",5.44,1.820,1
2722,"pierde",4.52,1.832,1
2723,"pierna",3.98,2.208,2
2724,"piezas",5.04,1.884,2
2725,"pijama",3.34,1.349,2
2726,"piloto",6.38,1.828,2
2727,"pincel",4.28,1.830,2
2728,"pincha",4.62,2.089,2
2729,"pincho",5.20,2.213,2
2730,"pineal",10.80,0.857,3
2731,"pintar",2.52,1.515,1
2732,"pintor",5.08,1.839,2
2733,"pinzas",7.02,1.868,2
2734,"piojos",4.60,1.498,2
2735,"pirata",4.16,1.517,3
2736,"piropo",8.44,2.149,2
2737,"placer",9.06,1.671,2
2738,"planta",4.65,2.269,2
2739,"plasta",7.18,2.292,2
2740,"platón",10.74,0.828,2
2741,"platos",3.48,1.313,2
2742,"pleito",8.88,2.379,2
2743,"pliego",9.96,1.470,2
2744,"plumas",4.90,1.594,2
2745,"plural",7.10,1.681,3
2746,"pobres",5.16,1.777,2
2747,"podéis",6.44,1.704,1
2748,"podían",5.74,2.107,1
2749,"podido",6.02,2.104,1
2750,"podrán",6.04,2.109,1
2751,"podría",6.58,2.304,1
2752,"poesía",8.02,2.065,2
2753,"pomelo",7.42,2.071,2
2754,"poncho",8.60,2.399,2
2755,"porche",8.72,1.980,2
2756,"porque",3.62,1.677,4
2757,"portal",6.34,2.191,2
2758,"poseer",8.02,2.272,1
2759,"postal",6.16,1.942,3
2760,"póster",6.28,1.703,2
2761,"postre",3.74,1.614,2
2762,"potaje",3.12,1.599,2
2763,"precio",5.24,1.768,2
2764,"pregón",9.42,2.041,2
2765,"premio",4.58,2.139,2
2766,"prenda",6.64,1.977,1
2767,"prensa",7.61,1.271,2
2768,"previa",9.62,1.589,3
2769,"primer",5.00,2.231,3
2770,"proeza",10.28,1.179,2
2771,"pronto",4.86,2.222,4
2772,"propia",7.32,1.889,4
2773,"propio",7.28,2.051,4
2774,"prueba",6.88,1.792,2
2775,"pueblo",5.00,1.818,2
2776,"puedan",5.80,1.884,1
2777,"pueden",4.96,1.937,1
2778,"puedes",4.62,1.563,1
2779,"puente",4.40,1.895,2
2780,"puerro",7.44,2.525,2
2781,"puerta",2.64,1.174,2
2782,"puerto",5.54,2.150,2
2783,"puesto",6.80,2.373,2
2784,"pulgas",5.46,2.072,2
2785,"pulmón",7.76,1.611,2
2786,"punteo",8.80,2.441,2
2787,"puntos",4.92,1.967,2
2788,"punzón",6.32,3.006,2
2789,"pupila",7.74,1.978,2
2790,"pureza",8.26,2.724,2
2791,"puzzle",3.88,1.698,2
2792,"quedan",4.72,1.959,1
2793,"quedar",6.36,2.284,1
2794,"quemar",4.54,1.897,1
2795,"queque",6.94,3.126,2
2796,"querer",3.98,2.133,1
2797,"quería",4.48,1.764,1
2798,"quiera",5.46,2.052,1
2799,"quiere",3.90,1.832,1
2800,"quiero",3.15,1.183,1
2801,"quieto",3.93,1.502,3
2802,"quince",4.76,1.492,4
2803,"quinta",6.20,1.807,2
2804,"quinto",5.83,1.176,2
2805,"quitar",4.20,1.874,1
2806,"quizás",6.78,1.941,4
2807,"rábano",7.42,2.365,2
2808,"ración",7.88,2.106,2
2809,"rancio",8.36,2.068,3
2810,"rápida",5.56,1.775,3
2811,"rápido",3.70,1.542,3
2812,"raquel",4.00,1.773,2
2813,"rareza",9.28,1.591,2
2814,"rasera",10.66,0.626,2
2815,"rastro",8.46,1.843,2
2816,"rebaño",6.46,2.305,2
2817,"rebeca",5.42,2.214,2
2818,"rebote",7.32,2.199,2
2819,"recado",6.44,1.580,2
2820,"recelo",10.20,1.262,2
2821,"receta",7.50,1.810,2
2822,"recibo",8.80,2.138,1
2823,"recreo",3.70,1.111,2
2824,"rector",10.68,0.768,2
2825,"refrán",7.34,1.965,2
2826,"regalo",2.82,1.257,2
2827,"región",8.94,1.659,2
2828,"reglas",5.82,1.758,2
2829,"relato",8.16,2.044,2
2830,"rencor",9.20,1.385,2
2831,"repisa",5.50,1.930,2
2832,"repito",5.80,1.917,1
2833,"reposo",7.24,2.592,2
2834,"reptil",7.18,2.027,2
2835,"restar",5.56,1.053,1
2836,"retiro",9.36,1.946,2
2837,"riesgo",8.50,1.909,2
2838,"rígido",8.80,2.090,3
2839,"rincón",5.02,2.025,2
2840,"rizado",5.90,1.832,3
2841,"romana",7.52,1.752,3
2842,"romano",8.52,1.693,3
2843,"romero",8.26,2.275,2
2844,"romper",4.06,1.867,1
2845,"ropero",7.08,2.284,2
2846,"rosado",3.84,1.608,3
2847,"rostro",6.86,2.695,2
2848,"rótula",9.36,1.699,2
2849,"rótulo",9.40,1.841,2
2850,"rotura",6.84,2.706,2
2851,"ruedas",4.22,1.632,2
2852,"rugoso",7.58,2.383,3
2853,"ruleta",6.46,2.279,2
2854,"rutina",8.78,1.909,2
2855,"sábado",4.24,1.623,2
2856,"sábana",4.14,1.473,2
2857,"sabéis",6.10,2.033,1
2858,"sacado",6.04,2.010,1
2859,"safari",8.12,2.106,2
2860,"salado",4.76,1.572,2
2861,"salero",6.92,2.372,2
2862,"salida",4.96,2.111,2
2863,"salido",6.90,2.206,1
2864,"salita",6.18,2.379,2
2865,"saliva",4.68,2.094,2
2866,"salmón",6.74,2.193,2
2867,"saltar",3.26,1.306,1
2868,"saltos",3.74,1.588,2
2869,"saludo",3.96,2.432,2
2870,"salvar",5.80,1.948,1
2871,"sancho",8.58,2.129,2
2872,"sandía",4.14,1.666,2
2873,"sangre",4.10,2.178,2
2874,"santos",6.32,2.263,2
2875,"sartén",4.50,1.787,2
2876,"sector",9.62,1.640,2
2877,"seguir",4.70,2.033,1
2878,"segura",6.08,2.049,3
2879,"seguro",7.02,2.646,3
2880,"sellos",7.06,1.683,2
2881,"semana",4.40,1.525,2
2882,"sentar",3.46,1.843,1
2883,"sentir",7.28,2.100,1
2884,"señora",4.32,1.834,2
2885,"sereno",7.84,3.086,2
2886,"serían",6.12,1.757,1
2887,"sermón",8.40,2.040,2
2888,"servir",7.18,1.913,1
2889,"sesión",8.76,1.901,2
2890,"sexual",8.46,1.951,3
2891,"shorts",7.90,2.823,2
2892,"siendo",6.58,1.928,1
2893,"siente",6.06,2.094,1
2894,"siento",5.06,1.695,1
2895,"sierra",7.44,1.929,2
2896,"siesta",5.00,2.050,2
2897,"siguen",5.44,1.668,1
2898,"sillón",4.62,2.221,2
2899,"simple",7.68,2.045,3
2900,"sirena",4.48,1.832,2
2901,"sitios",4.98,1.684,2
2902,"social",9.34,1.686,3
2903,"sólido",8.00,2.204,2
2904,"soltar",4.20,2.010,1
2905,"sombra",4.84,1.888,2
2906,"sonata",9.52,2.169,2
2907,"sonido",4.88,2.387,2
2908,"sonora",7.54,2.375,2
2909,"sopera",6.58,2.391,2
2910,"soplar",3.92,1.805,1
2911,"sorteo",6.92,1.748,2
2912,"sotana",8.76,2.124,2
2913,"sótano",6.88,2.096,2
2914,"subida",4.36,1.793,2
2915,"sucede",7.02,1.684,1
2916,"suceso",9.58,1.691,2
2917,"suegra",8.76,2.036,2
2918,"suegro",8.22,2.172,2
2919,"sueldo",8.56,2.224,2
2920,"suelen",7.26,1.651,1
2921,"sueños",5.00,1.895,2
2922,"suerte",6.00,2.040,2
2923,"suéter",4.26,1.747,2
2924,"sufijo",9.18,1.410,2
2925,"sufrir",7.56,2.111,1
2926,"sujeto",8.80,1.290,2
2927,"supone",7.50,1.832,1
2928,"tabaco",6.60,2.148,2
2929,"taller",6.00,2.185,2
2930,"tamaño",5.36,1.699,2
2931,"tambor",3.92,2.049,2
2932,"tanque",6.46,2.092,2
2933,"tantas",5.50,2.023,4
2934,"tantos",5.58,1.991,4
2935,"tapado",4.30,1.951,3
2936,"tardar",5.28,1.512,1
2937,"tardes",4.42,1.162,2
2938,"tarifa",9.60,1.852,2
2939,"tarzán",4.42,1.797,2
2940,"teatro",6.44,2.140,2
2941,"teclas",5.98,2.065,2
2942,"tejado",5.50,2.013,2
2943,"tejano",9.46,1.961,3
2944,"tejido",7.88,2.154,3
2945,"templo",7.90,2.033,2
2946,"tender",5.64,2.192,1
2947,"tendón",9.18,1.494,2
2948,"tendrá",5.73,1.966,1
2949,"tenéis",6.32,2.684,1
2950,"tengan",5.96,1.927,1
2951,"tengas",5.32,1.953,1
2952,"tenían",5.06,1.889,1
2953,"tenías",4.48,2.102,1
2954,"tenido",5.90,1.854,1
2955,"teoría",9.30,1.502,2
2956,"tercer",5.26,1.549,3
2957,"terror",6.48,2.426,2
2958,"tesoro",5.20,1.807,2
2959,"tetera",6.66,2.379,2
2960,"textil",8.78,1.962,3
2961,"tiempo",5.04,1.989,2
2962,"tienda",4.32,1.921,2
2963,"tienen",4.62,1.937,1
2964,"tienes",4.34,1.869,1
2965,"tierno",7.22,1.799,3
2966,"tierra",3.20,1.629,2
2967,"tiesto",8.78,2.131,2
2968,"timbre",4.14,1.726,2
2969,"tímido",6.96,1.948,3
2970,"típica",7.40,2.204,3
2971,"típico",7.80,1.773,3
2972,"tirano",9.68,1.558,3
2973,"título",6.52,1.832,2
2974,"toalla",3.54,1.821,2
2975,"tocado",5.76,2.213,1
2976,"tomado",6.44,2.331,1
2977,"tomate",3.60,1.641,2
2978,"tonada",10.44,1.387,2
2979,"tónica",8.92,2.059,2
2980,"torero",7.02,2.085,3
2981,"tóxico",8.36,1.562,3
2982,"traído",6.28,2.286,1
2983,"trampa",6.31,2.023,2
2984,"trance",10.46,1.014,2
2985,"trasto",5.40,2.571,2
2986,"tratar",7.02,2.085,1
2987,"trauma",9.46,1.619,2
2988,"través",9.73,1.921,4
2989,"trecho",9.72,1.691,2
2990,"tregua",9.70,1.705,2
2991,"trenza",4.48,1.843,2
2992,"trineo",6.26,2.098,2
2993,"triste",4.32,1.449,3
2994,"trofeo",6.64,1.946,2
2995,"trompa",4.68,2.045,2
2996,"trompo",5.58,2.139,2
2997,"tronco",5.46,1.854,2
2998,"trucha",7.22,2.083,2
2999,"trueno",4.84,1.557,2
3000,"tuerca",7.30,2.315,2
3001,"turbio",8.86,1.906,3
3002,"úlcera",9.64,1.893,2
3003,"última",4.86,1.750,3
3004,"ultimo",4.52,1.568,1
3005,"unidad",6.96,1.818,2
3006,"unidas",6.18,1.815,2
3007,"unidos",6.48,1.644,2
3008,"urbana",9.04,2.060,3
3009,"utopía",10.62,1.028,2
3010,"vacuna",4.96,1.989,2
3011,"vacuno",9.36,1.860,2
3012,"vagina",7.24,2.759,2
3013,"varias",5.56,2.525,4
3014,"varios",5.76,1.648,4
3015,"varita",5.48,2.033,2
3016,"veinte",4.74,1.275,4
3017,"vejiga",8.30,1.982,2
3018,"velero",6.18,2.201,2
3019,"vender",5.56,2.101,1
3020,"veneno",6.62,2.320,2
3021,"venían",5.29,1.654,1
3022,"venida",8.15,1.680,2
3023,"venido",5.96,2.382,1
3024,"verano",4.14,1.294,2
3025,"verbal",8.30,2.243,3
3026,"verdad",4.66,1.955,2
3027,"verdes",3.56,1.631,3
3028,"vestir",3.02,1.518,1
3029,"viajar",5.04,2.020,1
3030,"viajes",5.48,1.657,2
3031,"víbora",7.46,2.349,2
3032,"vidrio",7.24,2.404,2
3033,"viendo",4.64,1.711,1
3034,"vienen",4.66,1.611,1
3035,"vienes",5.10,2.013,1
3036,"viento",3.88,1.409,2
3037,"violín",6.48,2.140,2
3038,"virgen",5.42,2.251,2
3039,"virrey",10.34,1.303,2
3040,"virtud",9.56,1.527,2
3041,"visera",7.62,2.473,2
3042,"visión",7.18,2.345,2
3043,"visita",4.58,2.001,2
3044,"visual",8.50,2.053,3
3045,"vivido",6.26,1.915,1
3046,"vívido",9.12,2.847,3
3047,"volcán",5.78,1.941,2
3048,"volver",4.22,1.447,1
3049,"vómito",4.80,1.863,2
3050,"vuelta",4.04,1.749,2
3051,"vuelto",6.64,2.266,1
3052,"vuelve",5.12,2.017,1
3053,"vuelvo",5.28,2.000,1
3054,"whisky",9.43,2.062,2
3055,"yanqui",10.16,1.505,2
3056,"yunque",9.42,1.819,2
3057,"zafiro",9.66,1.586,2
3058,"zamora",8.96,1.281,2
3059,"zapato",2.78,1.148,2
3060,"abdomen",8.64,2.087,2
3061,"abierta",4.14,1.927,3
3062,"abierto",3.24,1.238,3
3063,"abogado",8.44,1.567,2
3064,"absurdo",8.26,1.998,3
3065,"abuelos",2.96,1.564,2
3066,"aburrir",5.28,1.970,1
3067,"acabado",5.40,1.761,1
3068,"acceder",8.36,1.770,1
3069,"acelgas",6.84,2.691,2
3070,"aceptar",6.56,1.740,1
3071,"acercar",5.60,2.277,1
3072,"acierto",6.48,2.121,2
3073,"acordes",8.48,2.215,2
3074,"actitud",8.42,1.991,2
3075,"activar",7.42,1.980,1
3076,"actores",6.92,1.676,2
3077,"acuario",6.52,1.930,2
3078,"acuerdo",7.70,2.003,2
3079,"admirar",8.02,1.835,1
3080,"adobado",9.14,2.010,2
3081,"adornar",5.58,1.896,1
3082,"adosado",8.72,2.061,3
3083,"afectar",7.98,2.171,1
3084,"afeitar",6.76,2.066,1
3085,"afición",8.54,1.843,2
3086,"afilada",6.20,2.416,3
3087,"afilado",6.40,2.531,3
3088,"agarrar",4.26,1.978,1
3089,"agencia",8.82,1.746,2
3090,"agrario",8.86,1.917,3
3091,"aguante",8.22,1.930,2
3092,"agudeza",9.78,1.433,2
3093,"aguijón",7.58,1.928,2
3094,"aguilar",9.30,2.013,2
3095,"agujero",4.34,2.066,2
3096,"ahorrar",7.12,2.246,1
3097,"ajedrez",6.98,1.985,2
3098,"alacena",9.10,2.279,2
3099,"aladino",6.42,2.822,2
3100,"alambre",7.16,2.024,2
3101,"albañil",6.46,1.854,2
3102,"alberto",3.98,1.660,2
3103,"alcalde",8.02,1.846,2
3104,"alcohol",7.30,2.452,2
3105,"alegrar",5.00,2.148,1
3106,"alegría",4.30,2.082,2
3107,"alergia",6.52,2.033,2
3108,"alférez",10.32,1.400,2
3109,"alfiler",5.74,2.098,2
3110,"algodón",5.14,1.750,2
3111,"alguien",5.94,1.823,4
3112,"algunas",5.26,1.946,4
3113,"algunos",5.40,1.604,4
3114,"alianza",8.78,1.857,2
3115,"alicate",7.70,2.082,2
3116,"almacén",7.30,2.426,2
3117,"almíbar",8.24,2.066,2
3118,"alterar",8.20,2.129,1
3119,"alterne",10.44,1.110,2
3120,"altitud",8.52,1.919,2
3121,"alumnos",5.28,1.874,2
3122,"amapola",6.32,2.035,2
3123,"amenaza",7.54,1.887,2
3124,"américa",8.30,2.131,2
3125,"amistad",6.12,2.520,2
3126,"amoroso",6.12,2.282,3
3127,"ampolla",8.46,2.187,2
3128,"anciano",6.40,2.060,2
3129,"anginas",9.30,2.131,2
3130,"anguila",8.68,2.263,2
3131,"anillos",5.08,1.998,2
3132,"animado",5.76,2.471,3
3133,"anónima",8.80,1.874,3
3134,"anormal",8.11,1.184,3
3135,"ansioso",8.84,1.983,3
3136,"antifaz",6.10,2.159,2
3137,"antigua",6.78,2.003,3
3138,"antiguo",7.18,1.837,3
3139,"antonio",4.02,2.075,2
3140,"anuncio",5.50,1.644,2
3141,"aparato",6.78,1.877,2
3142,"aparcar",5.64,2.145,1
3143,"aparece",5.78,2.063,1
3144,"apetece",6.34,2.006,1
3145,"apetito",5.96,2.474,2
3146,"aplauso",3.94,1.531,2
3147,"aplique",9.60,1.863,1
3148,"apóstol",8.28,2.167,2
3149,"aprecio",8.68,1.953,2
3150,"apretar",4.60,1.773,1
3151,"aprobar",5.42,1.797,1
3152,"aptitud",9.68,1.984,2
3153,"apuntar",6.30,1.717,1
3154,"apuntes",8.72,1.928,2
3155,"aquella",5.02,2.065,4
3156,"aquello",5.16,2.436,4
3157,"aquiles",9.66,1.611,2
3158,"arañazo",4.36,1.804,2
3159,"árbitro",7.56,1.831,3
3160,"árboles",3.68,1.269,2
3161,"ardilla",3.92,1.688,3
3162,"armario",3.84,1.742,2
3163,"armonía",9.00,1.927,2
3164,"arousal",10.86,0.535,4
3165,"arrabal",10.42,1.295,2
3166,"arreglo",6.88,2.191,2
3167,"arrugas",6.96,1.702,2
3168,"arteria",9.84,1.419,2
3169,"artista",7.20,2.070,2
3170,"asaltar",8.22,2.192,1
3171,"ascenso",8.88,1.686,2
3172,"asesino",7.68,2.114,2
3173,"asiento",5.18,1.881,2
3174,"asombro",7.14,2.050,2
3175,"aspecto",7.96,2.441,2
3176,"astilla",7.58,2.295,2
3177,"astucia",9.42,1.553,2
3178,"asuntos",8.16,1.719,2
3179,"asustar",5.04,2.050,1
3180,"atómica",10.06,1.346,2
3181,"atrapar",5.50,2.053,1
3182,"audacia",10.24,1.287,2
3183,"aumento",7.50,2.225,2
3184,"ausente",8.50,1.832,3
3185,"autobús",4.68,2.254,2
3186,"auxilio",7.36,2.761,2
3187,"avenida",6.56,1.875,2
3188,"azafata",6.80,1.818,3
3189,"azafrán",8.80,2.080,2
3190,"azucena",8.02,2.543,2
3191,"azulejo",6.68,2.161,2
3192,"bacalao",7.06,2.598,2
3193,"badajoz",8.94,1.834,2
3194,"balanza",7.96,1.862,2
3195,"ballena",4.86,1.629,2
3196,"bandeja",5.02,1.835,2
3197,"bandera",5.34,2.086,2
3198,"bañador",4.56,1.704,2
3199,"bárbara",7.74,2.489,2
3200,"barraca",10.24,1.559,2
3201,"barrera",7.64,2.097,2
3202,"barriga",3.24,1.533,2
3203,"barroco",10.48,1.074,3
3204,"báscula",7.62,2.175,2
3205,"batalla",7.28,1.715,2
3206,"batería",7.20,2.010,2
3207,"bautizo",5.82,2.362,2
3208,"beatriz",4.10,2.053,2
3209,"bécquer",10.76,0.591,2
3210,"béisbol",7.54,2.261,2
3211,"bélgica",8.54,1.832,2
3212,"belleza",6.56,2.635,2
3213,"bengala",8.10,2.234,2
3214,"bigotes",4.48,2.053,2
3215,"billete",5.30,2.243,2
3216,"biquini",5.96,2.089,2
3217,"blancos",3.92,1.426,2
3218,"bloqueo",8.60,2.050,2
3219,"bombear",9.00,1.784,1
3220,"bombero",5.06,1.867,2
3221,"bombona",6.36,2.292,2
3222,"botella",3.66,1.586,2
3223,"botines",6.86,2.195,2
3224,"botones",4.56,2.278,2
3225,"bramido",10.02,1.714,2
3226,"bravura",9.78,1.741,2
3227,"brincar",4.76,1.623,1
3228,"brócoli",8.44,2.643,2
3229,"brújula",8.22,1.877,2
3230,"bufanda",4.80,1.895,2
3231,"bulimia",10.62,0.753,2
3232,"caballo",3.42,1.357,2
3233,"cabello",4.54,2.206,2
3234,"cáceres",8.80,1.917,2
3235,"cadáver",8.36,1.946,2
3236,"calamar",6.26,1.601,2
3237,"cálculo",6.58,1.486,2
3238,"caldero",3.92,1.816,2
3239,"calidad",8.38,1.937,2
3240,"callado",4.60,2.000,3
3241,"calzado",4.58,2.251,3
3242,"cámaras",5.50,1.887,2
3243,"cambiar",5.32,1.596,1
3244,"cambios",6.94,1.731,2
3245,"camello",4.32,1.659,2
3246,"camilla",7.14,2.050,2
3247,"caminar",2.84,1.517,1
3248,"camisón",5.52,2.178,2
3249,"campana",4.28,1.642,2
3250,"campaña",8.34,2.200,2
3251,"campeón",4.60,2.050,2
3252,"canaria",5.06,2.064,2
3253,"canario",5.60,2.080,2
3254,"canasta",5.79,1.016,2
3255,"canción",3.40,1.641,2
3256,"candado",6.28,2.286,2
3257,"canguro",4.60,1.818,2
3258,"cansado",4.22,1.556,3
3259,"capaces",7.76,1.768,3
3260,"capilla",8.04,2.618,2
3261,"capital",7.68,1.528,2
3262,"capitán",6.04,1.281,2
3263,"capullo",7.46,2.460,2
3264,"caracol",3.38,1.455,2
3265,"caricia",5.40,2.483,2
3266,"caridad",7.98,2.437,2
3267,"carisma",9.76,1.546,2
3268,"carpeta",5.20,1.884,2
3269,"carrera",5.30,2.581,2
3270,"carreta",6.04,1.714,2
3271,"carrito",3.62,1.652,2
3272,"carroña",9.44,1.875,2
3273,"cartera",4.88,1.848,2
3274,"cartero",5.08,1.550,2
3275,"casarse",5.98,1.985,1
3276,"cascada",7.24,1.954,3
3277,"cáscara",5.14,2.020,2
3278,"caserío",8.50,2.159,2
3279,"castaña",5.36,1.793,3
3280,"castaño",5.80,1.979,2
3281,"castigo",4.86,1.895,2
3282,"catalán",8.18,2.396,2
3283,"catarro",4.70,2.033,2
3284,"catorce",4.94,1.490,4
3285,"cautela",9.46,1.541,2
3286,"cazador",6.34,2.037,2
3287,"cazuela",7.46,2.264,2
3288,"cebolla",4.34,1.698,2
3289,"cemento",6.40,2.040,2
3290,"censura",9.90,1.488,2
3291,"central",6.72,2.138,3
3292,"centros",6.92,1.915,2
3293,"cepillo",3.66,1.154,2
3294,"cercano",5.62,2.156,3
3295,"cerebro",6.84,1.800,2
3296,"cerezas",4.44,1.618,2
3297,"cerilla",6.14,2.041,2
3298,"cerrada",4.36,1.638,3
3299,"cerrado",4.10,2.003,3
3300,"cerrojo",7.18,2.324,2
3301,"certeza",10.02,1.270,2
3302,"cerveza",7.40,2.100,2
3303,"chabola",8.46,2.082,2
3304,"chaleco",5.30,1.581,2
3305,"champán",7.76,1.901,2
3306,"chancla",5.58,2.177,2
3307,"chándal",4.52,1.619,2
3308,"charlar",6.56,2.476,1
3309,"chorizo",5.30,1.898,2
3310,"christi",8.50,2.936,2
3311,"cibeles",9.70,1.832,2
3312,"ciencia",9.06,1.778,2
3313,"ciertas",7.46,2.002,4
3314,"cigarro",6.48,2.279,2
3315,"cigüeña",4.98,1.622,2
3316,"cintura",5.38,2.118,2
3317,"círculo",3.52,1.594,2
3318,"ciruela",5.48,1.972,2
3319,"cirugía",8.38,2.184,2
3320,"clásica",8.26,2.078,3
3321,"clásico",8.22,1.799,3
3322,"clavada",7.22,2.341,3
3323,"clérigo",10.28,1.230,2
3324,"cliente",7.94,2.074,2
3325,"clínica",6.16,2.160,2
3326,"clínico",8.96,2.020,3
3327,"cobarde",7.44,2.002,3
3328,"cocaína",10.35,0.835,2
3329,"cochero",7.68,2.263,2
3330,"cochino",4.30,1.542,3
3331,"cocinar",5.66,2.182,1
3332,"colador",6.26,1.904,2
3333,"colchón",5.60,2.090,2
3334,"colegio",2.92,0.986,2
3335,"colibrí",8.40,2.129,2
3336,"colocar",4.54,1.764,1
3337,"colonia",4.70,2.297,2
3338,"colores",3.08,1.322,2
3339,"colorín",4.34,2.172,3
3340,"columna",6.14,2.129,2
3341,"comarca",9.50,1.753,2
3342,"combate",7.16,1.920,2
3343,"comedia",7.70,2.306,2
3344,"comedor",6.04,2.710,2
3345,"comodín",7.28,2.138,2
3346,"comprar",4.66,1.346,1
3347,"compras",5.06,1.707,2
3348,"condena",8.80,1.874,2
3349,"confiar",6.96,2.060,1
3350,"confort",9.96,1.484,2
3351,"confuso",7.32,2.208,3
3352,"congoja",10.38,1.602,2
3353,"conmigo",4.32,1.834,4
3354,"conocen",5.24,1.836,1
3355,"conocer",5.40,2.129,1
3356,"conoces",5.50,2.003,1
3357,"conocía",6.30,1.581,1
3358,"conozco",5.08,2.049,1
3359,"consejo",8.22,1.694,2
3360,"consola",6.32,1.801,2
3361,"consumo",9.34,1.923,2
3362,"contigo",4.24,1.709,4
3363,"control",7.08,1.627,2
3364,"coqueta",7.44,2.851,2
3365,"coqueto",6.26,2.275,3
3366,"corazón",4.54,1.832,2
3367,"corbata",5.76,2.282,2
3368,"cordero",6.38,2.175,2
3369,"cordura",10.22,1.388,2
3370,"coronel",7.84,1.707,2
3371,"correos",7.22,1.844,2
3372,"corrida",8.68,1.974,3
3373,"cortado",7.34,2.361,1
3374,"cortejo",8.58,3.195,2
3375,"corteza",7.56,2.052,2
3376,"cortina",4.68,1.932,2
3377,"cosecha",7.34,1.934,2
3378,"costura",7.20,2.185,2
3379,"cotilla",7.36,2.028,2
3380,"crédito",9.96,1.428,2
3381,"creemos",6.14,2.129,1
3382,"cristal",4.12,1.520,2
3383,"crítica",8.92,1.872,2
3384,"crónica",10.24,1.492,2
3385,"cuadros",5.18,1.758,2
3386,"cuántas",5.04,2.060,4
3387,"cuantía",10.06,1.570,2
3388,"cuantos",4.96,2.000,4
3389,"cuántos",4.60,1.471,4
3390,"cuartel",5.71,1.732,2
3391,"cuchara",3.22,1.345,2
3392,"cuentan",5.52,1.972,1
